HOUSEID,PERSONID,R_AGE,EDUC,R_HISP,R_RELAT,R_SEX,R_RACE,PRMACT,PAYPROF,GT1JBLWK,WRK_HOME,WKFTPT,WRKTRANS,LSTTRDAY17,OCCAT,SCHTYP,NWALKTRP,WALK4EX,NBIKETRP,BIKE4EX,BIKESHARE,PTUSED,MCUSED,CARSHARE,RIDESHARE,CARRODE,TIMETOWK,NOCONG,PUBTIME,WRKTIME,WKRMHM,FLEXTIME,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,MEDCOND,MEDCOND6,HEALTH,PHYACT,VPACT,LPACT,BORNINUS,YRTOUS,YEARMILE,PROXY,WHOPROXY,USEPUBTR,SAMEPLC,W_NONE,W_CANE,W_WLKR,W_WHCANE,W_DOG,W_CRUTCH,W_SCOOTR,W_CHAIR,W_MTRCHR,WORKER,DIARY,OUTCNTRY,FRSTHM17,CNTTDTR,GCDWORK,WKSTFIPS,DRIVER,OUTOFTWN,DISTTOWK17,DISTTOSC17,R_AGE_IMP,R_SEX_IMP,ALT_16,ALT_23,ALT_45,WALK_DEF,WALK_GKQ,BIKE_DFR,BIKE_GKP,CONDTRAV,CONDRIDE,CONDNIGH,CONDRIVE,CONDPUB,CONDSPEC,CONDTAX,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTPERFIN,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN
30000128,2,22,4,2,7,1,1,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,2,-1,3,1,-1,-88,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,1,-9.0,-9,1,2,-9.0,-9.0,22,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,ME,23,2,0,201605,1,2,3,1,2,1,1,1,1,1,13,1,2,XXXXX,1,16788.860469085,C,30,300,300,150,60,3000,1500
30000130,1,45,5,2,1,2,1,1,-1,2,2,1,11,-1,2,-1,5,5,0,-1,-1,20,-1,0,0,-9,60,-1,10,09:00 AM,2,2,-1,-1,-1,0,2,-1,3,2,-1,5,2,1995,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,9.64999999999964,36,1,2,14.5999999999999,-9.0,45,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,2,NY,36,2,2,201605,1,2,1,5,1,1,5,1,2,1,21,1,2,35620,1,3705.49390444234,U,60,30000,17000,5000,70,30000,17000
30000130,2,45,4,2,2,1,1,1,-1,2,2,1,11,2,2,-1,6,6,0,-1,-1,5,-1,0,0,-9,60,-1,15,09:00 AM,2,2,-1,-1,-1,0,2,-1,2,3,6,-1,2,1995,6000,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,0,11.9499999999998,36,1,2,20.2199999999993,-9.0,45,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,2,NY,36,2,2,201605,1,2,1,5,1,1,5,1,2,1,21,1,2,35620,1,4361.9002286612,U,60,30000,17000,5000,70,30000,17000
30000137,1,54,3,2,1,2,3,3,1,2,1,2,-9,-1,4,-1,5,5,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,09:00 AM,-1,1,-1,-1,-1,1,2,-1,3,2,-1,5,2,1989,6500,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,-9.0,-9,1,2,-9.0,-9.0,54,2,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,6,3,WI,55,3,3,201608,1,2,3,3,2,1,2,1,3,2,33,3,2,XXXXX,2,100.096776216071,T,30,1500,300,750,30,1500,300
30000137,2,57,4,2,2,1,3,1,-1,1,2,1,3,-1,3,-1,5,5,0,-1,-1,0,-1,0,0,1,15,15,-1,09:30 AM,2,1,-1,-1,-1,0,2,-1,3,2,-1,5,2,1979,10000,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,4.66999999999985,55,1,2,6.2199999999998,-9.0,57,1,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,6,3,WI,55,3,3,201608,1,2,3,3,2,1,2,1,3,2,33,3,2,XXXXX,2,107.808876932768,T,30,1500,300,750,30,1500,300
30000137,3,25,3,2,3,1,3,5,1,1,2,1,3,-1,3,-1,2,2,0,-1,-1,0,-1,0,0,1,15,15,-1,02:30 PM,2,1,-1,-1,-1,3,2,-1,3,2,-1,2,1,-1,20000,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,4.66999999999985,55,1,2,6.64999999999986,-9.0,25,1,1,3,1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,3,6,3,WI,55,3,3,201608,1,2,3,3,2,1,2,1,3,2,33,3,2,XXXXX,2,128.706638639461,T,30,1500,300,750,30,1500,300
30000144,1,29,3,2,1,2,2,2,2,-9,-9,-1,-9,-1,-9,-1,7,0,0,-1,-1,22,-1,0,12,-9,-1,-1,-1,-9,-1,-9,-1,-1,-1,0,2,-1,3,2,-1,5,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,-9.0,-9,2,2,-9.0,-9.0,29,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,0,5,0,TX,48,1,1,201609,1,3,2,5,2,1,4,1,7,3,72,2,2,26420,2,896.388932661913,U,30,3000,750,1500,70,7000,3000
30000144,2,6,-1,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,5,0,0,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,2,-1,1,2,-1,5,1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,4,-9.0,-9,-1,2,-9.0,3.89999999999998,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,0,5,0,TX,48,1,1,201609,1,3,2,5,2,1,4,1,7,3,72,2,2,26420,2,979.698302860325,U,30,3000,750,1500,70,7000,3000
30000144,3,5,-1,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,5,0,0,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,-1,2,-1,1,2,-1,5,1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,4,-9.0,-9,-1,2,-9.0,3.89999999999998,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,0,5,0,TX,48,1,1,201609,1,3,2,5,2,1,4,1,7,3,72,2,2,26420,2,979.698302860325,U,30,3000,750,1500,70,7000,3000
30000145,1,59,2,2,1,1,6,1,-1,2,2,1,6,-1,4,-1,7,7,1,1,1,0,-1,0,0,1,8,8,-1,06:40 AM,2,2,-1,-1,-1,5,2,-1,3,2,-1,5,1,-1,-77,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,2.43999999999994,48,1,2,3.17999999999995,-9.0,59,1,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,2,7,2,TX,48,2,2,201608,1,2,2,5,2,1,2,1,7,3,72,6,2,19100,2,155.320382869581,C,20,7000,1500,3000,5,7000,3000
30000145,2,52,3,1,2,2,4,1,-1,2,2,1,3,-1,2,-1,4,4,0,-1,-1,0,-1,0,0,1,20,15,-1,06:20 AM,2,2,-1,-1,-1,10,2,-1,3,2,-1,4,1,-1,-77,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,9.16999999999962,48,1,2,11.0099999999998,-9.0,52,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,2,7,2,TX,48,2,2,201608,1,2,2,5,2,1,2,1,7,3,72,6,2,19100,2,184.631580650342,C,20,7000,1500,3000,5,7000,3000
30000155,1,56,4,2,1,2,1,1,-1,2,2,1,3,1,4,-1,0,-1,0,-1,-1,0,-1,0,0,1,20,12,-1,07:45 AM,1,1,8,-1,-1,10,2,-1,3,1,-1,-1,1,-1,6500,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,0,4.00999999999999,6,1,2,5.79999999999995,-9.0,56,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-7,1,CA,6,1,1,201608,1,1,1,5,1,1,5,1,9,4,91,1,2,41860,2,115.579353981901,C,30,3000,1500,1500,30,7000,1500
30000161,1,67,5,2,1,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,10,10,4,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,3,2,-1,5,1,-1,5000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,8,-9.0,-9,1,2,-9.0,-9.0,67,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,2,7,2,TX,48,3,0,201605,1,10,2,5,2,1,4,1,7,3,72,1,2,26420,2,420.800847704187,S,20,7000,3000,3000,5,7000,3000
30000161,2,72,5,2,2,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,10,10,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,3,2,-1,7,2,1979,3500,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,-9.0,-9,1,2,-9.0,-9.0,72,2,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,2,7,2,TX,48,3,0,201605,1,10,2,5,2,1,4,1,7,3,72,1,2,26420,2,435.243640268232,S,20,7000,3000,3000,5,7000,3000
30000161,3,50,2,2,3,1,1,97,2,-1,-1,-1,-1,-1,-1,-1,6,6,4,4,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,2,2,-1,4,2,1979,-1,1,3,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,-9.0,-9,2,2,-9.0,-9.0,50,1,4,4,4,-1,-1,-1,-1,2,2,2,1,2,2,2,2,1,3,2,7,2,TX,48,3,0,201605,1,10,2,5,2,1,4,1,7,3,72,1,2,26420,2,469.081089218873,S,20,7000,3000,3000,5,7000,3000
30000167,1,86,5,2,1,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,3,2,-1,2,1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-9.0,-9,2,2,-9.0,-9.0,86,2,4,4,4,-1,-1,-1,-1,1,1,2,1,1,2,2,1,1,1,0,5,0,AZ,4,1,0,201611,1,9,2,5,2,1,4,1,2,1,22,1,2,38060,2,38.4614977136757,S,20,3000,3000,350,30,7000,3000
